ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	term	Ont
GO:0010518	GO:0010518	1/192	24/11754	0.326767437	0.861802211	0.861802211	FGF2	1	positive regulation of phospholipase activity	BP
GO:0019692	GO:0019692	1/192	24/11754	0.326767437	0.861802211	0.861802211	DCK	1	deoxyribose phosphate metabolic process	BP
GO:0021952	GO:0021952	1/192	24/11754	0.326767437	0.861802211	0.861802211	PRDM8	1	central nervous system projection neuron axonogenesis	BP
GO:0032355	GO:0032355	1/192	24/11754	0.326767437	0.861802211	0.861802211	AREG	1	response to estradiol	BP
GO:0043113	GO:0043113	1/192	24/11754	0.326767437	0.861802211	0.861802211	SLC7A11	1	receptor clustering	BP
GO:0043596	GO:0043596	1/192	24/11754	0.326767437	0.861802211	0.861802211	SMARCA5	1	nuclear replication fork	CC
GO:0046456	GO:0046456	1/192	24/11754	0.326767437	0.861802211	0.861802211	MGST2	1	icosanoid biosynthetic process	BP
GO:0050982	GO:0050982	1/192	24/11754	0.326767437	0.861802211	0.861802211	PKD2	1	detection of mechanical stimulus	BP
GO:0051642	GO:0051642	1/192	24/11754	0.326767437	0.861802211	0.861802211	MAD2L1	1	centrosome localization	BP
GO:0051973	GO:0051973	1/192	24/11754	0.326767437	0.861802211	0.861802211	TNKS	1	positive regulation of telomerase activity	BP
GO:0061842	GO:0061842	1/192	24/11754	0.326767437	0.861802211	0.861802211	MAD2L1	1	microtubule organizing center localization	BP
GO:0070884	GO:0070884	1/192	24/11754	0.326767437	0.861802211	0.861802211	MYOZ2	1	regulation of calcineurin-NFAT signaling cascade	BP
GO:0071385	GO:0071385	1/192	24/11754	0.326767437	0.861802211	0.861802211	REST	1	cellular response to glucocorticoid stimulus	BP
GO:0086065	GO:0086065	1/192	24/11754	0.326767437	0.861802211	0.861802211	ANK2	1	cell communication involved in cardiac conduction	BP
GO:0090278	GO:0090278	1/192	24/11754	0.326767437	0.861802211	0.861802211	REST	1	negative regulation of peptide hormone secretion	BP
GO:0090311	GO:0090311	1/192	24/11754	0.326767437	0.861802211	0.861802211	SMARCA5	1	regulation of protein deacetylation	BP
GO:0120178	GO:0120178	1/192	24/11754	0.326767437	0.861802211	0.861802211	REST	1	steroid hormone biosynthetic process	BP
GO:0051604	GO:0051604	6/192	287/11754	0.328319099	0.861802211	0.861802211	ADAMTS3/CLGN/FGF2/HSPA4L/NAA15/PRSS12	6	protein maturation	BP
GO:0000045	GO:0000045	2/192	72/11754	0.329421796	0.861802211	0.861802211	RAB33B/STBD1	2	autophagosome assembly	BP
GO:0003158	GO:0003158	2/192	72/11754	0.329421796	0.861802211	0.861802211	EDNRA/HPSE	2	endothelium development	BP
GO:0018210	GO:0018210	2/192	72/11754	0.329421796	0.861802211	0.861802211	PPEF2/TNKS	2	peptidyl-threonine modification	BP
GO:0031248	GO:0031248	2/192	72/11754	0.329421796	0.861802211	0.861802211	JADE1/NAA15	2	protein acetyltransferase complex	CC
GO:0034219	GO:0034219	2/192	72/11754	0.329421796	0.861802211	0.861802211	EDNRA/POU4F2	2	carbohydrate transmembrane transport	BP
GO:1903531	GO:1903531	2/192	72/11754	0.329421796	0.861802211	0.861802211	RAB33B/REST	2	negative regulation of secretion by cell	BP
GO:0019941	GO:0019941	8/192	400/11754	0.330384911	0.861802211	0.861802211	ANAPC10/BBS7/KLHL8/PPP2CB/RCHY1/RNF150/UBA6/USP38	8	modification-dependent protein catabolic process	BP
GO:0140993	GO:0140993	3/192	125/11754	0.334774213	0.861802211	0.861802211	JADE1/PRDM8/SETD7	3	histone modifying activity	MF
GO:0010565	GO:0010565	2/192	73/11754	0.335408963	0.861802211	0.861802211	REST/SLC7A11	2	regulation of cellular ketone metabolic process	BP
GO:0030278	GO:0030278	2/192	73/11754	0.335408963	0.861802211	0.861802211	BMP2K/INTU	2	regulation of ossification	BP
GO:0031047	GO:0031047	2/192	73/11754	0.335408963	0.861802211	0.861802211	CNOT6L/LARP7	2	regulatory ncRNA-mediated gene silencing	BP
GO:1902493	GO:1902493	2/192	73/11754	0.335408963	0.861802211	0.861802211	JADE1/NAA15	2	acetyltransferase complex	CC
GO:0010959	GO:0010959	4/192	179/11754	0.33542229	0.861802211	0.861802211	ANK2/PKD2/SARAF/TRPC3	4	regulation of metal ion transport	BP
GO:0042063	GO:0042063	4/192	179/11754	0.33542229	0.861802211	0.861802211	FGF2/FGF5/METTL14/STAP1	4	gliogenesis	BP
GO:0048638	GO:0048638	4/192	179/11754	0.33542229	0.861802211	0.861802211	FGF2/HOPX/PLACL2/POU4F2	4	regulation of developmental growth	BP
GO:0005525	GO:0005525	5/192	234/11754	0.33582291	0.861802211	0.861802211	ARL9/MFHAS1/MMAA/NOA1/RAB33B	5	GTP binding	MF
GO:0001974	GO:0001974	1/192	25/11754	0.337787101	0.861802211	0.861802211	EDNRA	1	blood vessel remodeling	BP
GO:0002792	GO:0002792	1/192	25/11754	0.337787101	0.861802211	0.861802211	REST	1	negative regulation of peptide secretion	BP
GO:0005544	GO:0005544	1/192	25/11754	0.337787101	0.861802211	0.861802211	ANXA5	1	calcium-dependent phospholipid binding	MF
GO:0005637	GO:0005637	1/192	25/11754	0.337787101	0.861802211	0.861802211	SMAD1	1	nuclear inner membrane	CC
GO:0005978	GO:0005978	1/192	25/11754	0.337787101	0.861802211	0.861802211	PPP1R3B	1	glycogen biosynthetic process	BP
GO:0006356	GO:0006356	1/192	25/11754	0.337787101	0.861802211	0.861802211	SMARCA5	1	regulation of transcription by RNA polymerase I	BP
GO:0006767	GO:0006767	1/192	25/11754	0.337787101	0.861802211	0.861802211	MMAA	1	water-soluble vitamin metabolic process	BP
GO:0009126	GO:0009126	1/192	25/11754	0.337787101	0.861802211	0.861802211	DCK	1	purine nucleoside monophosphate metabolic process	BP
GO:0009250	GO:0009250	1/192	25/11754	0.337787101	0.861802211	0.861802211	PPP1R3B	1	glucan biosynthetic process	BP
GO:0009262	GO:0009262	1/192	25/11754	0.337787101	0.861802211	0.861802211	DCK	1	deoxyribonucleotide metabolic process	BP
GO:0009409	GO:0009409	1/192	25/11754	0.337787101	0.861802211	0.861802211	PLACL2	1	response to cold	BP
GO:0010762	GO:0010762	1/192	25/11754	0.337787101	0.861802211	0.861802211	FGF2	1	regulation of fibroblast migration	BP
GO:0015012	GO:0015012	1/192	25/11754	0.337787101	0.861802211	0.861802211	NDST3	1	heparan sulfate proteoglycan biosynthetic process	BP
GO:0016860	GO:0016860	1/192	25/11754	0.337787101	0.861802211	0.861802211	ENOPH1	1	intramolecular oxidoreductase activity	MF
GO:0016877	GO:0016877	1/192	25/11754	0.337787101	0.861802211	0.861802211	UBA6	1	"ligase activity, forming carbon-sulfur bonds"	MF
GO:0030212	GO:0030212	1/192	25/11754	0.337787101	0.861802211	0.861802211	FGF2	1	hyaluronan metabolic process	BP
GO:0031341	GO:0031341	1/192	25/11754	0.337787101	0.861802211	0.861802211	STAP1	1	regulation of cell killing	BP
GO:0045214	GO:0045214	1/192	25/11754	0.337787101	0.861802211	0.861802211	MYOZ2	1	sarcomere organization	BP
GO:0050922	GO:0050922	1/192	25/11754	0.337787101	0.861802211	0.861802211	STAP1	1	negative regulation of chemotaxis	BP
GO:0071985	GO:0071985	1/192	25/11754	0.337787101	0.861802211	0.861802211	LEPROTL1	1	multivesicular body sorting pathway	BP
GO:0072337	GO:0072337	1/192	25/11754	0.337787101	0.861802211	0.861802211	SLC7A11	1	modified amino acid transport	BP
GO:0072583	GO:0072583	1/192	25/11754	0.337787101	0.861802211	0.861802211	BMP2K	1	clathrin-dependent endocytosis	BP
GO:0072599	GO:0072599	1/192	25/11754	0.337787101	0.861802211	0.861802211	SRP72	1	establishment of protein localization to endoplasmic reticulum	BP
GO:0097178	GO:0097178	1/192	25/11754	0.337787101	0.861802211	0.861802211	STAP1	1	ruffle assembly	BP
GO:0099024	GO:0099024	1/192	25/11754	0.337787101	0.861802211	0.861802211	STAP1	1	plasma membrane invagination	BP
GO:0106056	GO:0106056	1/192	25/11754	0.337787101	0.861802211	0.861802211	MYOZ2	1	regulation of calcineurin-mediated signaling	BP
GO:0120163	GO:0120163	1/192	25/11754	0.337787101	0.861802211	0.861802211	IL15	1	negative regulation of cold-induced thermogenesis	BP
GO:0140662	GO:0140662	1/192	25/11754	0.337787101	0.861802211	0.861802211	HSPA4L	1	ATP-dependent protein folding chaperone	MF
GO:1904358	GO:1904358	1/192	25/11754	0.337787101	0.861802211	0.861802211	TNKS	1	positive regulation of telomere maintenance via telomere lengthening	BP
GO:1905168	GO:1905168	1/192	25/11754	0.337787101	0.861802211	0.861802211	HELQ	1	positive regulation of double-strand break repair via homologous recombination	BP
GO:0006650	GO:0006650	4/192	180/11754	0.33913689	0.861802211	0.861802211	CDS1/FGF2/INPP4B/NAAA	4	glycerophospholipid metabolic process	BP
GO:0016236	GO:0016236	4/192	180/11754	0.33913689	0.861802211	0.861802211	MFSD8/RAB33B/STBD1/WDFY3	4	macroautophagy	BP
GO:0071214	GO:0071214	4/192	180/11754	0.33913689	0.861802211	0.861802211	PKD2/REST/TMEM150C/WRN	4	cellular response to abiotic stimulus	BP
GO:0104004	GO:0104004	4/192	180/11754	0.33913689	0.861802211	0.861802211	PKD2/REST/TMEM150C/WRN	4	cellular response to environmental stimulus	BP
GO:0048738	GO:0048738	3/192	126/11754	0.339253717	0.861802211	0.861802211	EDNRA/FGF2/SMAD1	3	cardiac muscle tissue development	BP
GO:0090734	GO:0090734	2/192	74/11754	0.341380548	0.861802211	0.861802211	HELQ/SMARCA5	2	site of DNA damage	CC
GO:1903052	GO:1903052	2/192	74/11754	0.341380548	0.861802211	0.861802211	BBS7/RCHY1	2	positive regulation of proteolysis involved in protein catabolic process	BP
GO:0016049	GO:0016049	5/192	236/11754	0.342297812	0.861802211	0.861802211	EDNRA/EXOSC9/IGFBP7/JADE1/POU4F2	5	cell growth	BP
GO:0001558	GO:0001558	4/192	182/11754	0.346570535	0.861802211	0.861802211	EXOSC9/IGFBP7/JADE1/POU4F2	4	regulation of cell growth	BP
GO:0034502	GO:0034502	2/192	75/11754	0.347335463	0.861802211	0.861802211	TNKS/ZNF827	2	protein localization to chromosome	BP
GO:1990830	GO:1990830	2/192	75/11754	0.347335463	0.861802211	0.861802211	PRDM5/SMARCA5	2	cellular response to leukemia inhibitory factor	BP
GO:0007411	GO:0007411	3/192	128/11754	0.348206949	0.861802211	0.861802211	EDNRA/EPHA5/POU4F2	3	axon guidance	BP
GO:0001569	GO:0001569	1/192	26/11754	0.348627315	0.861802211	0.861802211	EDNRA	1	branching involved in blood vessel morphogenesis	BP
GO:0005245	GO:0005245	1/192	26/11754	0.348627315	0.861802211	0.861802211	PKD2	1	voltage-gated calcium channel activity	MF
GO:0005801	GO:0005801	1/192	26/11754	0.348627315	0.861802211	0.861802211	SLC10A7	1	cis-Golgi network	CC
GO:0008028	GO:0008028	1/192	26/11754	0.348627315	0.861802211	0.861802211	SLC10A7	1	monocarboxylic acid transmembrane transporter activity	MF
GO:0010799	GO:0010799	1/192	26/11754	0.348627315	0.861802211	0.861802211	PPEF2	1	regulation of peptidyl-threonine phosphorylation	BP
GO:0010828	GO:0010828	1/192	26/11754	0.348627315	0.861802211	0.861802211	POU4F2	1	positive regulation of glucose transmembrane transport	BP
GO:0016556	GO:0016556	1/192	26/11754	0.348627315	0.861802211	0.861802211	METTL14	1	mRNA modification	BP
GO:0019748	GO:0019748	1/192	26/11754	0.348627315	0.861802211	0.861802211	SLC7A11	1	secondary metabolic process	BP
GO:0031526	GO:0031526	1/192	26/11754	0.348627315	0.861802211	0.861802211	SLC7A11	1	brush border membrane	CC
GO:0032350	GO:0032350	1/192	26/11754	0.348627315	0.861802211	0.861802211	REST	1	regulation of hormone metabolic process	BP
GO:0042073	GO:0042073	1/192	26/11754	0.348627315	0.861802211	0.861802211	BBS12	1	intraciliary transport	BP
GO:0046466	GO:0046466	1/192	26/11754	0.348627315	0.861802211	0.861802211	MGST2	1	membrane lipid catabolic process	BP
GO:0048247	GO:0048247	1/192	26/11754	0.348627315	0.861802211	0.861802211	IL8L2	1	lymphocyte chemotaxis	BP
GO:0050819	GO:0050819	1/192	26/11754	0.348627315	0.861802211	0.861802211	ANXA5	1	negative regulation of coagulation	BP
GO:0051879	GO:0051879	1/192	26/11754	0.348627315	0.861802211	0.861802211	PPEF2	1	Hsp90 protein binding	MF
GO:0060043	GO:0060043	1/192	26/11754	0.348627315	0.861802211	0.861802211	FGF2	1	regulation of cardiac muscle cell proliferation	BP
GO:0086009	GO:0086009	1/192	26/11754	0.348627315	0.861802211	0.861802211	ANK2	1	membrane repolarization	BP
GO:0086091	GO:0086091	1/192	26/11754	0.348627315	0.861802211	0.861802211	ANK2	1	regulation of heart rate by cardiac conduction	BP
GO:0140223	GO:0140223	1/192	26/11754	0.348627315	0.861802211	0.861802211	GTF2E2	1	general transcription initiation factor activity	MF
GO:0140098	GO:0140098	5/192	238/11754	0.348782122	0.861802211	0.861802211	CNOT6L/ERI1/METTL14/NOCT/POLR2B	5	"catalytic activity, acting on RNA"	MF
GO:0001933	GO:0001933	4/192	183/11754	0.350288878	0.861802211	0.861802211	PAQR3/PPEF2/PTPN13/SPRY1	4	negative regulation of protein phosphorylation	BP
GO:0016887	GO:0016887	4/192	183/11754	0.350288878	0.861802211	0.861802211	ABCE1/SMARCA5/SPATA5/WRN	4	ATP hydrolysis activity	MF
GO:0006643	GO:0006643	3/192	129/11754	0.35267954	0.861802211	0.861802211	MGST2/NAAA/UGT8	3	membrane lipid metabolic process	BP
GO:0070482	GO:0070482	3/192	129/11754	0.35267954	0.861802211	0.861802211	EDNRA/NDNF/REST	3	response to oxygen levels	BP
GO:0097485	GO:0097485	3/192	129/11754	0.35267954	0.861802211	0.861802211	EDNRA/EPHA5/POU4F2	3	neuron projection guidance	BP
GO:0015297	GO:0015297	2/192	76/11754	0.353272664	0.861802211	0.861802211	SLC4A4/SLC7A11	2	antiporter activity	MF
GO:0019903	GO:0019903	2/192	76/11754	0.353272664	0.861802211	0.861802211	MFHAS1/PPP1R3B	2	protein phosphatase binding	MF
GO:0044325	GO:0044325	2/192	76/11754	0.353272664	0.861802211	0.861802211	ANK2/PKD2	2	transmembrane transporter binding	MF
GO:0060048	GO:0060048	2/192	76/11754	0.353272664	0.861802211	0.861802211	ANK2/PDE5A	2	cardiac muscle contraction	BP
GO:1990823	GO:1990823	2/192	76/11754	0.353272664	0.861802211	0.861802211	PRDM5/SMARCA5	2	response to leukemia inhibitory factor	BP
GO:0016485	GO:0016485	3/192	130/11754	0.357148704	0.861802211	0.861802211	ADAMTS3/FGF2/PRSS12	3	protein processing	BP
GO:0045017	GO:0045017	3/192	130/11754	0.357148704	0.861802211	0.861802211	CDS1/FGF2/INPP4B	3	glycerolipid biosynthetic process	BP
GO:0051260	GO:0051260	3/192	130/11754	0.357148704	0.861802211	0.861802211	G3BP2/PKD2/TIFA	3	protein homooligomerization	BP
GO:0010608	GO:0010608	6/192	297/11754	0.357390514	0.861802211	0.861802211	CNOT6L/EXOSC9/HNRNPD/METTL14/NOCT/YTHDC1	6	post-transcriptional regulation of gene expression	BP
GO:0006412	GO:0006412	8/192	411/11754	0.357519677	0.861802211	0.861802211	ABCE1/CNOT6L/EXOSC9/HNRNPD/METTL14/MRPS18C/NOCT/RCHY1	8	translation	BP
GO:0061695	GO:0061695	4/192	185/11754	0.357726877	0.861802211	0.861802211	CCNA2/CCNI/GTF2E2/POLR2B	4	"transferase complex, transferring phosphorus-containing groups"	CC
GO:0019783	GO:0019783	2/192	77/11754	0.359191141	0.861802211	0.861802211	OTUD4/USP38	2	ubiquitin-like protein peptidase activity	MF
GO:0030307	GO:0030307	2/192	77/11754	0.359191141	0.861802211	0.861802211	EXOSC9/POU4F2	2	positive regulation of cell growth	BP
GO:1902554	GO:1902554	2/192	77/11754	0.359191141	0.861802211	0.861802211	CCNA2/CCNI	2	serine/threonine protein kinase complex	CC
GO:1905037	GO:1905037	2/192	77/11754	0.359191141	0.861802211	0.861802211	RAB33B/STBD1	2	autophagosome organization	BP
GO:0001786	GO:0001786	1/192	27/11754	0.359290988	0.861802211	0.861802211	SCARB2	1	phosphatidylserine binding	MF
GO:0006809	GO:0006809	1/192	27/11754	0.359290988	0.861802211	0.861802211	PKD2	1	nitric oxide biosynthetic process	BP
GO:0010332	GO:0010332	1/192	27/11754	0.359290988	0.861802211	0.861802211	WRN	1	response to gamma radiation	BP
GO:0051180	GO:0051180	1/192	27/11754	0.359290988	0.861802211	0.861802211	GC	1	vitamin transport	BP
GO:0055021	GO:0055021	1/192	27/11754	0.359290988	0.861802211	0.861802211	FGF2	1	regulation of cardiac muscle tissue growth	BP
GO:0070613	GO:0070613	1/192	27/11754	0.359290988	0.861802211	0.861802211	FGF2	1	regulation of protein processing	BP
GO:0071320	GO:0071320	1/192	27/11754	0.359290988	0.861802211	0.861802211	PKD2	1	cellular response to cAMP	BP
GO:0071384	GO:0071384	1/192	27/11754	0.359290988	0.861802211	0.861802211	REST	1	cellular response to corticosteroid stimulus	BP
GO:1901532	GO:1901532	1/192	27/11754	0.359290988	0.861802211	0.861802211	METTL14	1	regulation of hematopoietic progenitor cell differentiation	BP
GO:1901618	GO:1901618	1/192	27/11754	0.359290988	0.861802211	0.861802211	SLC10A7	1	organic hydroxy compound transmembrane transporter activity	MF
GO:0030522	GO:0030522	4/192	186/11754	0.361445852	0.861802211	0.861802211	ALPK1/ANKRD17/POU4F2/TIFA	4	intracellular receptor signaling pathway	BP
GO:0019725	GO:0019725	8/192	414/11754	0.364968978	0.861802211	0.861802211	ANK2/EDNRA/FGF2/GSR/PKD2/SLC10A7/SLC4A4/SLC7A11	8	cellular homeostasis	BP
GO:0048598	GO:0048598	8/192	414/11754	0.364968978	0.861802211	0.861802211	DUSP4/EDNRA/FGF2/GRSF1/INTU/MAB21L2/PKD2/SMAD1	8	embryonic morphogenesis	BP
GO:0106106	GO:0106106	2/192	78/11754	0.365089925	0.861802211	0.861802211	IL15/PLACL2	2	cold-induced thermogenesis	BP
GO:0120161	GO:0120161	2/192	78/11754	0.365089925	0.861802211	0.861802211	IL15/PLACL2	2	regulation of cold-induced thermogenesis	BP
GO:0018209	GO:0018209	4/192	187/11754	0.365164364	0.861802211	0.861802211	MBOAT4/NDNF/PAQR3/TNKS	4	peptidyl-serine modification	BP
GO:0061448	GO:0061448	4/192	187/11754	0.365164364	0.861802211	0.861802211	FGF2/PGRMC2/POU4F2/SMAD1	4	connective tissue development	BP
GO:1901873	GO:1901873	4/192	187/11754	0.365164364	0.861802211	0.861802211	MAD2L1/OTUD4/RCHY1/SMARCA5	4	regulation of post-translational protein modification	BP
GO:0007600	GO:0007600	5/192	244/11754	0.368272568	0.861802211	0.861802211	POU4F2/PPEF2/SCARB2/TMEM150C/UGT2A1	5	sensory perception	BP
GO:1901987	GO:1901987	5/192	244/11754	0.368272568	0.861802211	0.861802211	ANKRD17/FAM175A/JADE1/MAD2L1/PKD2	5	regulation of cell cycle phase transition	BP
GO:0000421	GO:0000421	1/192	28/11754	0.36978098	0.861802211	0.861802211	WDFY3	1	autophagosome membrane	CC
GO:0006305	GO:0006305	1/192	28/11754	0.36978098	0.861802211	0.861802211	SMARCA5	1	DNA alkylation	BP
GO:0006306	GO:0006306	1/192	28/11754	0.36978098	0.861802211	0.861802211	SMARCA5	1	DNA methylation	BP
GO:0006636	GO:0006636	1/192	28/11754	0.36978098	0.861802211	0.861802211	SCD5	1	unsaturated fatty acid biosynthetic process	BP
GO:0006826	GO:0006826	1/192	28/11754	0.36978098	0.861802211	0.861802211	PGRMC2	1	iron ion transport	BP
GO:0006970	GO:0006970	1/192	28/11754	0.36978098	0.861802211	0.861802211	PKD2	1	response to osmotic stress	BP
GO:0007094	GO:0007094	1/192	28/11754	0.36978098	0.861802211	0.861802211	MAD2L1	1	mitotic spindle assembly checkpoint signaling	BP
GO:0008206	GO:0008206	1/192	28/11754	0.36978098	0.861802211	0.861802211	UGT2A1	1	bile acid metabolic process	BP
GO:0008347	GO:0008347	1/192	28/11754	0.36978098	0.861802211	0.861802211	STAP1	1	glial cell migration	BP
GO:0019205	GO:0019205	1/192	28/11754	0.36978098	0.861802211	0.861802211	DCK	1	nucleobase-containing compound kinase activity	MF
GO:0035305	GO:0035305	1/192	28/11754	0.36978098	0.861802211	0.861802211	MFHAS1	1	negative regulation of dephosphorylation	BP
GO:0046209	GO:0046209	1/192	28/11754	0.36978098	0.861802211	0.861802211	PKD2	1	nitric oxide metabolic process	BP
GO:0048678	GO:0048678	1/192	28/11754	0.36978098	0.861802211	0.861802211	FGF2	1	response to axon injury	BP
GO:0050654	GO:0050654	1/192	28/11754	0.36978098	0.861802211	0.861802211	NDNF	1	chondroitin sulfate proteoglycan metabolic process	BP
GO:0050661	GO:0050661	1/192	28/11754	0.36978098	0.861802211	0.861802211	GSR	1	NADP binding	MF
GO:0051155	GO:0051155	1/192	28/11754	0.36978098	0.861802211	0.861802211	HOPX	1	positive regulation of striated muscle cell differentiation	BP
GO:0051591	GO:0051591	1/192	28/11754	0.36978098	0.861802211	0.861802211	PKD2	1	response to cAMP	BP
GO:0051646	GO:0051646	1/192	28/11754	0.36978098	0.861802211	0.861802211	ALB	1	mitochondrion localization	BP
GO:0060122	GO:0060122	1/192	28/11754	0.36978098	0.861802211	0.861802211	FAT4	1	inner ear receptor cell stereocilium organization	BP
GO:0060563	GO:0060563	1/192	28/11754	0.36978098	0.861802211	0.861802211	FGF2	1	neuroepithelial cell differentiation	BP
GO:0070509	GO:0070509	1/192	28/11754	0.36978098	0.861802211	0.861802211	PKD2	1	calcium ion import	BP
GO:0070988	GO:0070988	1/192	28/11754	0.36978098	0.861802211	0.861802211	OTUD4	1	demethylation	BP
GO:0071173	GO:0071173	1/192	28/11754	0.36978098	0.861802211	0.861802211	MAD2L1	1	spindle assembly checkpoint signaling	BP
GO:0071174	GO:0071174	1/192	28/11754	0.36978098	0.861802211	0.861802211	MAD2L1	1	mitotic spindle checkpoint signaling	BP
GO:0089718	GO:0089718	1/192	28/11754	0.36978098	0.861802211	0.861802211	SLC7A11	1	amino acid import across plasma membrane	BP
GO:0098900	GO:0098900	1/192	28/11754	0.36978098	0.861802211	0.861802211	ANK2	1	regulation of action potential	BP
GO:1900744	GO:1900744	1/192	28/11754	0.36978098	0.861802211	0.861802211	MFHAS1	1	regulation of p38MAPK cascade	BP
GO:1905332	GO:1905332	1/192	28/11754	0.36978098	0.861802211	0.861802211	FGF2	1	positive regulation of morphogenesis of an epithelium	BP
GO:0036464	GO:0036464	3/192	133/11754	0.370530241	0.861802211	0.861802211	G3BP2/NOCT/RBPMS	3	cytoplasmic ribonucleoprotein granule	CC
GO:0006997	GO:0006997	2/192	79/11754	0.37096808	0.861802211	0.861802211	NUP54/SMARCA5	2	nucleus organization	BP
GO:0007030	GO:0007030	2/192	79/11754	0.37096808	0.861802211	0.861802211	RAB33B/USO1	2	Golgi organization	BP
GO:0045727	GO:0045727	2/192	79/11754	0.37096808	0.861802211	0.861802211	HNRNPD/METTL14	2	positive regulation of translation	BP
GO:0006163	GO:0006163	4/192	189/11754	0.372598675	0.862483171	0.862483171	DCK/NOCT/NUDT9/PDE5A	4	purine nucleotide metabolic process	BP
GO:0045597	GO:0045597	9/192	475/11754	0.372810344	0.862483171	0.862483171	CDS1/FGF2/HOPX/IL15/NOCT/PDE5A/POU4F2/REST/SMAD1	9	positive regulation of cell differentiation	BP
GO:0008514	GO:0008514	3/192	134/11754	0.374980351	0.862483171	0.862483171	SLC10A7/SLC4A4/SLC7A11	3	organic anion transmembrane transporter activity	MF
GO:1901617	GO:1901617	3/192	134/11754	0.374980351	0.862483171	0.862483171	FGF2/REST/SLC7A11	3	organic hydroxy compound biosynthetic process	BP
GO:0060485	GO:0060485	4/192	190/11754	0.376313823	0.862483171	0.862483171	EDNRA/FGF2/PKD2/SPRY1	4	mesenchyme development	BP
GO:0055082	GO:0055082	7/192	361/11754	0.376682475	0.862483171	0.862483171	ANK2/EDNRA/FGF2/PKD2/SLC10A7/SLC4A4/SLC7A11	7	intracellular chemical homeostasis	BP
GO:0042129	GO:0042129	2/192	80/11754	0.376824709	0.862483171	0.862483171	IL15/PDE5A	2	regulation of T cell proliferation	BP
GO:0046165	GO:0046165	2/192	80/11754	0.376824709	0.862483171	0.862483171	FGF2/REST	2	alcohol biosynthetic process	BP
GO:1904019	GO:1904019	2/192	80/11754	0.376824709	0.862483171	0.862483171	EDNRA/NDNF	2	epithelial cell apoptotic process	BP
GO:0008654	GO:0008654	3/192	135/11754	0.379424409	0.862483171	0.862483171	CDS1/FGF2/INPP4B	3	phospholipid biosynthetic process	BP
GO:0030133	GO:0030133	3/192	135/11754	0.379424409	0.862483171	0.862483171	COPS4/SEC24D/SEC31A	3	transport vesicle	CC
GO:0006913	GO:0006913	4/192	191/11754	0.380027204	0.862483171	0.862483171	ABCE1/NUP54/SDAD1/YTHDC1	4	nucleocytoplasmic transport	BP
GO:0003230	GO:0003230	1/192	29/11754	0.380100104	0.862483171	0.862483171	ANK2	1	cardiac atrium development	BP
GO:0004402	GO:0004402	1/192	29/11754	0.380100104	0.862483171	0.862483171	JADE1	1	histone acetyltransferase activity	MF
GO:0006284	GO:0006284	1/192	29/11754	0.380100104	0.862483171	0.862483171	WRN	1	base-excision repair	BP
GO:0006584	GO:0006584	1/192	29/11754	0.380100104	0.862483171	0.862483171	EDNRA	1	catecholamine metabolic process	BP
GO:0006890	GO:0006890	1/192	29/11754	0.380100104	0.862483171	0.862483171	RAB33B	1	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	BP
GO:0009124	GO:0009124	1/192	29/11754	0.380100104	0.862483171	0.862483171	DCK	1	nucleoside monophosphate biosynthetic process	BP
GO:0009712	GO:0009712	1/192	29/11754	0.380100104	0.862483171	0.862483171	EDNRA	1	catechol-containing compound metabolic process	BP
GO:0010517	GO:0010517	1/192	29/11754	0.380100104	0.862483171	0.862483171	FGF2	1	regulation of phospholipase activity	BP
GO:0010837	GO:0010837	1/192	29/11754	0.380100104	0.862483171	0.862483171	INTU	1	regulation of keratinocyte proliferation	BP
GO:0015800	GO:0015800	1/192	29/11754	0.380100104	0.862483171	0.862483171	SLC7A11	1	acidic amino acid transport	BP
GO:0021983	GO:0021983	1/192	29/11754	0.380100104	0.862483171	0.862483171	FGF2	1	pituitary gland development	BP
GO:0030544	GO:0030544	1/192	29/11754	0.380100104	0.862483171	0.862483171	PPEF2	1	Hsp70 protein binding	MF
GO:0031124	GO:0031124	1/192	29/11754	0.380100104	0.862483171	0.862483171	YTHDC1	1	mRNA 3'-end processing	BP
GO:0031463	GO:0031463	1/192	29/11754	0.380100104	0.862483171	0.862483171	KLHL8	1	Cul3-RING ubiquitin ligase complex	CC
GO:0031577	GO:0031577	1/192	29/11754	0.380100104	0.862483171	0.862483171	MAD2L1	1	spindle checkpoint signaling	BP
GO:0042551	GO:0042551	1/192	29/11754	0.380100104	0.862483171	0.862483171	EDNRA	1	neuron maturation	BP
GO:0043392	GO:0043392	1/192	29/11754	0.380100104	0.862483171	0.862483171	TNKS	1	negative regulation of DNA binding	BP
GO:0060193	GO:0060193	1/192	29/11754	0.380100104	0.862483171	0.862483171	FGF2	1	positive regulation of lipase activity	BP
GO:0097431	GO:0097431	1/192	29/11754	0.380100104	0.862483171	0.862483171	TNKS	1	mitotic spindle pole	CC
GO:0140658	GO:0140658	1/192	29/11754	0.380100104	0.862483171	0.862483171	SMARCA5	1	ATP-dependent chromatin remodeler activity	MF
GO:0150076	GO:0150076	1/192	29/11754	0.380100104	0.862483171	0.862483171	STAP1	1	neuroinflammatory response	BP
